id;nome;pais;continente;escudo_url;bandeira_url;pesId
187;Club Guaraní;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/ohA593.png;https://a.imagem.app/ohACZE.png;
188;Club Libertad;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/ohArHi.png;https://a.imagem.app/ohACZE.png;
189;Cerro Porteño;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/ohAwT8.png;https://a.imagem.app/ohACZE.png;
190;Atlético Tembetary;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5vzl.png;https://a.imagem.app/ohACZE.png;
191;Club Nacional Asunción;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5maP.png;https://a.imagem.app/ohACZE.png;
192;General Caballero;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5MlS.png;https://a.imagem.app/ohACZE.png;
193;Recoleta Fc;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5Vvv.png;https://a.imagem.app/ohACZE.png;
194;Sportivo Ameliano;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5PBT.png;https://a.imagem.app/ohACZE.png;
195;Sportivo Luqueño;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5aQZ.png;https://a.imagem.app/ohACZE.png;
196;Sportivo Trinidense;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5UX3.png;https://a.imagem.app/ohACZE.png;
197;Sportivo 2 De Mayo;Paraguai;AMÉRICA DO SUL;https://a.imagem.app/BR5fpi.png;https://a.imagem.app/ohACZE.png;
199;The Strongest;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/ohAIDY.png;https://a.imagem.app/ohA4Am.png;
200;Club Bolívar;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/ohAEtC.png;https://a.imagem.app/ohA4Am.png;
201;Jorge Wilstermann;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/ohAR7a.png;https://a.imagem.app/ohA4Am.png;
202;San José;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/ohAZ99.png;https://a.imagem.app/ohA4Am.png;
203;Always Ready;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/3tRdji.png;https://a.imagem.app/ohA4Am.png;
204;San Antonio Bulo Bulo;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BtQnQ9.png;https://a.imagem.app/ohA4Am.png;
205;Club A.B.B.;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9x2P.png;https://a.imagem.app/ohA4Am.png;
206;Club Aurora;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9Fy2.png;https://a.imagem.app/ohA4Am.png;
207;Club Blooming;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9T5l.png;https://a.imagem.app/ohA4Am.png;
208;Deportivo Guabirá;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9qVS.png;https://a.imagem.app/ohA4Am.png;
209;Real Santa Cruz;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9jGv.png;https://a.imagem.app/ohA4Am.png;
210;Independiente Petrolero;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9lxT.png;https://a.imagem.app/ohA4Am.png;
211;Nacional Potosi;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR95Z3.png;https://a.imagem.app/ohA4Am.png;
212;Oriente Petrolero;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9c8Z.png;https://a.imagem.app/ohA4Am.png;
213;Real Tomayapo;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9rsi.png;https://a.imagem.app/ohA4Am.png;
214;Real Oruro;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9wt8.png;https://a.imagem.app/ohA4Am.png;
215;Universitario De Sucre;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9CyE.png;https://a.imagem.app/ohA4Am.png;
216;Universitario De Vinto;Bolivia;AMÉRICA DO SUL;https://a.imagem.app/BR9t7e.png;https://a.imagem.app/ohA4Am.png;
218;Monagas;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/ohAN4t.png;https://a.imagem.app/ohAWS0.png;
219;Zamora;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/ohApTy.png;https://a.imagem.app/ohAWS0.png;
220;Deportivo Tachira;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/ohb8dr.png;https://a.imagem.app/ohAWS0.png;
221;Puerto Cabello;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/3tRmv8.png;https://a.imagem.app/ohAWS0.png;
222;Carabobo;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/BtQYFa.png;https://a.imagem.app/ohAWS0.png;
223;Metropolitanos Fc;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/BdrBa8.png;https://a.imagem.app/ohAWS0.png;
224;Estudiantes De Mérida;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/BdrHkE.png;https://a.imagem.app/ohAWS0.png;
225;Universidad Central;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/BdrSje.png;https://a.imagem.app/ohAWS0.png;
226;Deportivo La Guaira;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/BdrhgN.png;https://a.imagem.app/ohAWS0.png;
227;Caracas;Venezuela;AMÉRICA DO SUL;https://a.imagem.app/Bdrz3C.png;https://a.imagem.app/ohAWS0.png;
229;Universitario;Peru;AMÉRICA DO SUL;https://a.imagem.app/ohbo1P.png;https://a.imagem.app/ohb3ul.png;
230;Sporting Cristal;Peru;AMÉRICA DO SUL;https://a.imagem.app/ohbBNS.png;https://a.imagem.app/ohb3ul.png;
231;Alianza Lima;Peru;AMÉRICA DO SUL;https://a.imagem.app/ohbHYv.png;https://a.imagem.app/ohb3ul.png;
232;Melgar;Peru;AMÉRICA DO SUL;https://a.imagem.app/3tRv3E.png;https://a.imagem.app/ohb3ul.png;
233;Sport Boys;Peru;AMÉRICA DO SUL;https://a.imagem.app/ohbScT.png;https://a.imagem.app/ohb3ul.png;
234;Alianza Atlético Sullana;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9P9X.png;https://a.imagem.app/ohb3ul.png;
235;Alianza Universidad;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9U4b.png;https://a.imagem.app/ohb3ul.png;
236;Asociación Deportiva Tarma;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9fHQ.png;https://a.imagem.app/ohb3ul.png;
237;Atlético Grau;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9yT1.png;https://a.imagem.app/ohb3ul.png;
238;Ayacucho Fc;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9DZW.png;https://a.imagem.app/ohb3ul.png;
239;Comerciantes Unidos;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9OAt.png;https://a.imagem.app/ohb3ul.png;
240;Club Cienciano;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9W10.png;https://a.imagem.app/ohb3ul.png;
241;Cusco;Peru;AMÉRICA DO SUL;https://a.imagem.app/BR9pty.png;https://a.imagem.app/ohb3ul.png;
242;Deportivo Binacional;Peru;AMÉRICA DO SUL;https://a.imagem.app/BRc8Dr.png;https://a.imagem.app/ohb3ul.png;
243;Los Chankas;Peru;AMÉRICA DO SUL;https://a.imagem.app/BRcbY2.png;https://a.imagem.app/ohb3ul.png;
244;Sport Huancayo;Peru;AMÉRICA DO SUL;https://a.imagem.app/BRco9P.png;https://a.imagem.app/ohb3ul.png;
245;Universidad Técnica De Cajamarca;Peru;AMÉRICA DO SUL;https://a.imagem.app/BRc34l.png;https://a.imagem.app/ohb3ul.png;
246;Deportivo Garcilaso;Peru;AMÉRICA DO SUL;https://a.imagem.app/BRcGSS.png;https://a.imagem.app/ohb3ul.png;
248;Aucas;Equador;AMÉRICA DO SUL;https://a.imagem.app/ohb1nY.png;https://a.imagem.app/ohb6ca.png;
249;Independiente Del Valle;Equador;AMÉRICA DO SUL;https://a.imagem.app/ohbiP9.png;https://a.imagem.app/ohb6ca.png;
250;CD Universidad Católica;Equador;AMÉRICA DO SUL;https://a.imagem.app/okkUe0.png;https://a.imagem.app/ohb6ca.png;
251;LDU;Equador;AMÉRICA DO SUL;https://a.imagem.app/oP4Tt3.png;https://a.imagem.app/ohb6ca.png;
252;Barcelona SC;Equador;AMÉRICA DO SUL;https://a.imagem.app/3tRZkZ.png;https://a.imagem.app/ohb6ca.png;
253;Cd El Nacional;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRckb3.png;https://a.imagem.app/ohb6ca.png;
254;Cd Macará;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcSdT.png;https://a.imagem.app/ohb6ca.png;
255;Cumbayá Fc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcz1Z.png;https://a.imagem.app/ohb6ca.png;
256;Delfín;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRc2ui.png;https://a.imagem.app/ohb6ca.png;
257;Deportivo Cuenca;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRc7N8.png;https://a.imagem.app/ohb6ca.png;
258;Emelec;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcnYE.png;https://a.imagem.app/ohb6ca.png;
259;Gualaceo Sc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRc0ce.png;https://a.imagem.app/ohb6ca.png;
260;Guayaquil City;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcK4N.png;https://a.imagem.app/ohb6ca.png;
261;Imbabura Sc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcsSC.png;https://a.imagem.app/ohb6ca.png;
262;Libertad Fc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRc1qY.png;https://a.imagem.app/ohb6ca.png;
263;Manta Fc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRc6da.png;https://a.imagem.app/ohb6ca.png;
264;Mushuc Runa;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcFb9.png;https://a.imagem.app/ohb6ca.png;
265;Orense Sc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcX6k.png;https://a.imagem.app/ohb6ca.png;
266;Técnico Universitario;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcxuV.png;https://a.imagem.app/ohb6ca.png;
267;Vinotinto Fc;Equador;AMÉRICA DO SUL;https://a.imagem.app/BRcTNJ.png;https://a.imagem.app/ohb6ca.png;
269;Plymouth Argyle;INGLATERRA;EUROPA;https://a.imagem.app/opRZZE.png;https://a.imagem.app/oSg5oV.png;
270;West Bromwich Albion;INGLATERRA;EUROPA;https://a.imagem.app/oSmltP.png;https://a.imagem.app/oSg5oV.png;
271;Watford;INGLATERRA;EUROPA;https://a.imagem.app/oSm5Dl.png;https://a.imagem.app/oSg5oV.png;
272;Swansea City;INGLATERRA;EUROPA;https://a.imagem.app/oSmcYS.png;https://a.imagem.app/oSg5oV.png;
273;Sunderland;INGLATERRA;EUROPA;https://a.imagem.app/oSmr9v.png;https://a.imagem.app/oSg5oV.png;
274;Stoke City;INGLATERRA;EUROPA;https://a.imagem.app/oSmw4T.png;https://a.imagem.app/oSg5oV.png;
275;Sheffield United;INGLATERRA;EUROPA;https://a.imagem.app/oSmLS3.png;https://a.imagem.app/oSg5oV.png;
276;Rotherham United;INGLATERRA;EUROPA;https://a.imagem.app/oSmtTZ.png;https://a.imagem.app/oSg5oV.png;
277;Ipswich Town FC;INGLATERRA;EUROPA;https://a.imagem.app/opRRT8.png;https://a.imagem.app/oSg5oV.png;
278;Queen'S Park Rangers;INGLATERRA;EUROPA;https://a.imagem.app/oSmIb8.png;https://a.imagem.app/oSg5oV.png;
279;Preston North End;INGLATERRA;EUROPA;https://a.imagem.app/oSmQ1E.png;https://a.imagem.app/oSg5oV.png;
280;Norwich City;INGLATERRA;EUROPA;https://a.imagem.app/oSmRue.png;https://a.imagem.app/oSg5oV.png;
281;Millwall;INGLATERRA;EUROPA;https://a.imagem.app/oSmZDN.png;https://a.imagem.app/oSg5oV.png;
282;Middlesbrough;INGLATERRA;EUROPA;https://a.imagem.app/oSmmYC.png;https://a.imagem.app/oSg5oV.png;
283;Luton Town;INGLATERRA;EUROPA;https://a.imagem.app/oSmgcY.png;https://a.imagem.app/oSg5oV.png;
284;Hull City;INGLATERRA;EUROPA;https://a.imagem.app/oSmv4a.png;https://a.imagem.app/oSg5oV.png;
285;Huddersfield Town;INGLATERRA;EUROPA;https://a.imagem.app/oSmVS9.png;https://a.imagem.app/oSg5oV.png;
286;Coventry City;INGLATERRA;EUROPA;https://a.imagem.app/oSm4qk.png;https://a.imagem.app/oSg5oV.png;
287;Cardiff City;INGLATERRA;EUROPA;https://a.imagem.app/oSmPdV.png;https://a.imagem.app/oSg5oV.png;
288;Burnley;INGLATERRA;EUROPA;https://a.imagem.app/oSmabJ.png;https://a.imagem.app/oSg5oV.png;
289;Bristol City;INGLATERRA;EUROPA;https://a.imagem.app/oSmf6G.png;https://a.imagem.app/oSg5oV.png;
290;Sheffield Wednesday;INGLATERRA;EUROPA;https://a.imagem.app/opRmAe.png;https://a.imagem.app/oSg5oV.png;
291;Blackburn Rovers;INGLATERRA;EUROPA;https://a.imagem.app/oSmDNX.png;https://a.imagem.app/oSg5oV.png;
292;Birmingham City;INGLATERRA;EUROPA;https://a.imagem.app/oSmOnb.png;https://a.imagem.app/oSg5oV.png;
293;Leicester City;INGLATERRA;EUROPA;https://a.imagem.app/oSmWcQ.png;https://a.imagem.app/oSg5oV.png;
294;Manchester United;INGLATERRA;EUROPA;https://a.imagem.app/oSmpP1.png;https://a.imagem.app/oSg5oV.png;
295;Southampton;INGLATERRA;EUROPA;https://a.imagem.app/oSgASW.png;https://a.imagem.app/oSg5oV.png;
296;Fulham;INGLATERRA;EUROPA;https://a.imagem.app/oSgbqt.png;https://a.imagem.app/oSg5oV.png;
297;Chelsea;INGLATERRA;EUROPA;https://a.imagem.app/oSgom0.png;https://a.imagem.app/oSg5oV.png;
298;Tottenham Hotspur;INGLATERRA;EUROPA;https://a.imagem.app/oSgBby.png;https://a.imagem.app/oSg5oV.png;
299;Everton;INGLATERRA;EUROPA;https://a.imagem.app/oSgG6r.png;https://a.imagem.app/oSg5oV.png;
300;Wolverhampton;INGLATERRA;EUROPA;https://a.imagem.app/oSgHE2.png;https://a.imagem.app/oSg5oV.png;
301;Newcastle;INGLATERRA;EUROPA;https://a.imagem.app/oSgSNP.png;https://a.imagem.app/oSg5oV.png;
302;Liverpool;INGLATERRA;EUROPA;https://a.imagem.app/oSgknl.png;https://a.imagem.app/oSg5oV.png;
303;Aston Villa;INGLATERRA;EUROPA;https://a.imagem.app/oSgzrS.png;https://a.imagem.app/oSg5oV.png;
304;Leeds United;INGLATERRA;EUROPA;https://a.imagem.app/oSg2Pv.png;https://a.imagem.app/oSg5oV.png;
305;Bournemouth;INGLATERRA;EUROPA;https://a.imagem.app/oSgYhT.png;https://a.imagem.app/oSg5oV.png;
306;West Ham United;INGLATERRA;EUROPA;https://a.imagem.app/oSgnJ3.png;https://a.imagem.app/oSg5oV.png;
307;Manchester City;INGLATERRA;EUROPA;https://a.imagem.app/oSg0mZ.png;https://a.imagem.app/oSg5oV.png;
308;Crystal Palace;INGLATERRA;EUROPA;https://a.imagem.app/oSgeoi.png;https://a.imagem.app/oSg5oV.png;
309;Nottingham Forest;INGLATERRA;EUROPA;https://a.imagem.app/oSgsi8.png;https://a.imagem.app/oSg5oV.png;
310;Brighton & Hove Albion;INGLATERRA;EUROPA;https://a.imagem.app/oSg1EE.png;https://a.imagem.app/oSg5oV.png;
311;Brentford;INGLATERRA;EUROPA;https://a.imagem.app/oSg6Oe.png;https://a.imagem.app/oSg5oV.png;
312;Arsenal;INGLATERRA;EUROPA;https://a.imagem.app/oSgFnN.png;https://a.imagem.app/oSg5oV.png;
313;Derby County;INGLATERRA;EUROPA;https://a.imagem.app/BQm9NC.png;https://a.imagem.app/oSg5oV.png;
314;Oxford United;INGLATERRA;EUROPA;https://a.imagem.app/BQml6e.png;https://a.imagem.app/oSg5oV.png;
315;Portsmouth;INGLATERRA;EUROPA;https://a.imagem.app/BQm5uN.png;https://a.imagem.app/oSg5oV.png;
316;ITÁLIA;ITÁLIA;EUROPA;;https://a.imagem.app/oSv9MT.png;
317;Venezia;ITÁLIA;EUROPA;https://a.imagem.app/oSgZ30.png;https://a.imagem.app/oSv9MT.png;
318;Ternana;ITÁLIA;EUROPA;https://a.imagem.app/oSgQgt.png;https://a.imagem.app/oSv9MT.png;
319;Südtirol;ITÁLIA;EUROPA;https://a.imagem.app/oSgdiy.png;https://a.imagem.app/oSv9MT.png;
320;Catanzaro;ITÁLIA;EUROPA;https://a.imagem.app/opZGS0.png;https://a.imagem.app/oSv9MT.png;
321;Reggiana;ITÁLIA;EUROPA;https://a.imagem.app/opZ34t.png;https://a.imagem.app/oSv9MT.png;
322;Pisa;ITÁLIA;EUROPA;https://a.imagem.app/oSgM0P.png;https://a.imagem.app/oSv9MT.png;
323;Lecco;ITÁLIA;EUROPA;https://a.imagem.app/opZHTy.png;https://a.imagem.app/oSv9MT.png;
324;Palermo;ITÁLIA;EUROPA;https://a.imagem.app/oSg4aS.png;https://a.imagem.app/oSv9MT.png;
325;Parma;ITÁLIA;EUROPA;https://a.imagem.app/oSgUkv.png;https://a.imagem.app/oSv9MT.png;
326;Modena;ITÁLIA;EUROPA;https://a.imagem.app/oSgajT.png;https://a.imagem.app/oSv9MT.png;
327;Genoa;ITÁLIA;EUROPA;https://a.imagem.app/oSgfv3.png;https://a.imagem.app/oSv9MT.png;
328;Frosinone;ITÁLIA;EUROPA;https://a.imagem.app/oSgD3Z.png;https://a.imagem.app/oSv9MT.png;
329;Cosenza;ITÁLIA;EUROPA;https://a.imagem.app/oSgNFi.png;https://a.imagem.app/oSv9MT.png;
330;Como 1907;ITÁLIA;EUROPA;https://a.imagem.app/oSgOQ8.png;https://a.imagem.app/oSv9MT.png;
331;Cittadella;ITÁLIA;EUROPA;https://a.imagem.app/oSgWWE.png;https://a.imagem.app/oSv9MT.png;
332;Cagliari;ITÁLIA;EUROPA;https://a.imagem.app/oSv8Ke.png;https://a.imagem.app/oSv9MT.png;
333;Brescia;ITÁLIA;EUROPA;https://a.imagem.app/oSvAwN.png;https://a.imagem.app/oSv9MT.png;
334;Feralpisalò;ITÁLIA;EUROPA;https://a.imagem.app/opZSdr.png;https://a.imagem.app/oSv9MT.png;
335;Bari;ITÁLIA;EUROPA;https://a.imagem.app/oSv3zY.png;https://a.imagem.app/oSv9MT.png;
336;Ascoli;ITÁLIA;EUROPA;https://a.imagem.app/oSvBja.png;https://a.imagem.app/oSv9MT.png;
337;Udinese;ITÁLIA;EUROPA;https://a.imagem.app/oSvGv9.png;https://a.imagem.app/oSv9MT.png;
338;Torino;ITÁLIA;EUROPA;https://a.imagem.app/oSvSBk.png;https://a.imagem.app/oSv9MT.png;
339;Spezia;ITÁLIA;EUROPA;https://a.imagem.app/oSvhFV.png;https://a.imagem.app/oSv9MT.png;
340;Sassuolo;ITÁLIA;EUROPA;https://a.imagem.app/oSvkQJ.png;https://a.imagem.app/oSv9MT.png;
341;Sampdoria;ITÁLIA;EUROPA;https://a.imagem.app/oSvzpG.png;https://a.imagem.app/oSv9MT.png;
342;Salernitana;ITÁLIA;EUROPA;https://a.imagem.app/oSv7Km.png;https://a.imagem.app/oSv9MT.png;
343;Roma;ITÁLIA;EUROPA;https://a.imagem.app/oSvYCX.png;https://a.imagem.app/oSv9MT.png;
344;Napoli;ITÁLIA;EUROPA;https://a.imagem.app/oSvnfb.png;https://a.imagem.app/oSv9MT.png;
345;Monza;ITÁLIA;EUROPA;https://a.imagem.app/oSvKzQ.png;https://a.imagem.app/oSv9MT.png;
346;Milan;ITÁLIA;EUROPA;https://a.imagem.app/oSvel1.png;https://a.imagem.app/oSv9MT.png;
347;Lecce;ITÁLIA;EUROPA;https://a.imagem.app/oSvsvW.png;https://a.imagem.app/oSv9MT.png;
348;Lazio;ITÁLIA;EUROPA;https://a.imagem.app/oSv6Bt.png;https://a.imagem.app/oSv9MT.png;
349;Juventus;ITÁLIA;EUROPA;https://a.imagem.app/oSviX0.png;https://a.imagem.app/oSv9MT.png;
350;Internazionale;ITÁLIA;EUROPA;https://a.imagem.app/oSvFQy.png;https://a.imagem.app/oSv9MT.png;
351;Hellas Verona;ITÁLIA;EUROPA;https://a.imagem.app/oSvXpr.png;https://a.imagem.app/oSv9MT.png;
352;Fiorentina;ITÁLIA;EUROPA;https://a.imagem.app/oSvTe2.png;https://a.imagem.app/oSv9MT.png;
353;Empoli;ITÁLIA;EUROPA;https://a.imagem.app/oSvqCP.png;https://a.imagem.app/oSv9MT.png;
354;Cremonese;ITÁLIA;EUROPA;https://a.imagem.app/oSvJfl.png;https://a.imagem.app/oSv9MT.png;
355;Bologna;ITÁLIA;EUROPA;https://a.imagem.app/oSvl2S.png;https://a.imagem.app/oSv9MT.png;
356;Atalanta;ITÁLIA;EUROPA;https://a.imagem.app/oSv5lv.png;https://a.imagem.app/oSv9MT.png;
358;Villarreal B;ESPANHA;EUROPA;https://a.imagem.app/oSvELe.png;https://a.imagem.app/oSMw4Q.png;
359;Zaragoza;ESPANHA;EUROPA;https://a.imagem.app/oSvueE.png;https://a.imagem.app/oSMw4Q.png;
360;Tenerife;ESPANHA;EUROPA;https://a.imagem.app/oSvIfN.png;https://a.imagem.app/oSMw4Q.png;
361;Amorebieta;ESPANHA;EUROPA;https://a.imagem.app/opZCoG.png;https://a.imagem.app/oSMw4Q.png;
362;Sporting Gijón;ESPANHA;EUROPA;https://a.imagem.app/oSvZ5Y.png;https://a.imagem.app/oSMw4Q.png;
363;Racing Club Santander;ESPANHA;EUROPA;https://a.imagem.app/oSvdMa.png;https://a.imagem.app/oSMw4Q.png;
364;Real Oviedo;ESPANHA;EUROPA;https://a.imagem.app/oSvgG9.png;https://a.imagem.app/oSMw4Q.png;
365;Mirandés;ESPANHA;EUROPA;https://a.imagem.app/oSvvxk.png;https://a.imagem.app/oSMw4Q.png;
366;Alcorcón;ESPANHA;EUROPA;https://a.imagem.app/opZrmJ.png;https://a.imagem.app/oSMw4Q.png;
367;Racing De Ferrol;ESPANHA;EUROPA;https://a.imagem.app/opZL6m.png;https://a.imagem.app/oSMw4Q.png;
368;Levante;ESPANHA;EUROPA;https://a.imagem.app/oSvPsG.png;https://a.imagem.app/oSMw4Q.png;
369;Leganés;ESPANHA;EUROPA;https://a.imagem.app/oSvULm.png;https://a.imagem.app/oSMw4Q.png;
370;Las Palmas;ESPANHA;EUROPA;https://a.imagem.app/oSvayX.png;https://a.imagem.app/oSMw4Q.png;
371;Eldense;ESPANHA;EUROPA;https://a.imagem.app/opZtEX.png;https://a.imagem.app/oSMw4Q.png;
372;Huesca;ESPANHA;EUROPA;https://a.imagem.app/oSvD5Q.png;https://a.imagem.app/oSMw4Q.png;
373;Granada;ESPANHA;EUROPA;https://a.imagem.app/oSvNV1.png;https://a.imagem.app/oSMw4Q.png;
374;Eibar;ESPANHA;EUROPA;https://a.imagem.app/oSvWGW.png;https://a.imagem.app/oSMw4Q.png;
375;Cartagena;ESPANHA;EUROPA;https://a.imagem.app/oSvpxt.png;https://a.imagem.app/oSMw4Q.png;
376;Burgos;ESPANHA;EUROPA;https://a.imagem.app/oSM8Z0.png;https://a.imagem.app/oSMw4Q.png;
377;Albacete Balompié;ESPANHA;EUROPA;https://a.imagem.app/oSMb8y.png;https://a.imagem.app/oSMw4Q.png;
378;Deportivo Alavés;ESPANHA;EUROPA;https://a.imagem.app/oSMosr.png;https://a.imagem.app/oSMw4Q.png;
379;Andorra;ESPANHA;EUROPA;https://a.imagem.app/oSM3t2.png;https://a.imagem.app/oSMw4Q.png;
380;Villarreal;ESPANHA;EUROPA;https://a.imagem.app/oSMByP.png;https://a.imagem.app/oSMw4Q.png;
381;Valencia;ESPANHA;EUROPA;https://a.imagem.app/oSMH7l.png;https://a.imagem.app/oSMw4Q.png;
382;Sevilla;ESPANHA;EUROPA;https://a.imagem.app/oSMS9S.png;https://a.imagem.app/oSMw4Q.png;
383;Real Valladolid;ESPANHA;EUROPA;https://a.imagem.app/oSMhVv.png;https://a.imagem.app/oSMw4Q.png;
384;Real Sociedad;ESPANHA;EUROPA;https://a.imagem.app/oSMzHT.png;https://a.imagem.app/oSMw4Q.png;
